"","point","time","EHC-OD_1","EHC-OD_2","KS-08-OD_1","KS-08-OD_2","EHC_1","EHC_2","elapsed_h","time_lbl"
"243",242,"15:04:14",1.266,0.509,0.584,0.555,0.15,-0.144,120.980277777778,"Day 5
00:58"
"244",243,"15:34:15",0.981,0.529,0.901,0.772,-0.011,-0.155,121.480555555556,"Day 5
01:28"
"245",244,"16:04:16",1.094,0.562,0.923,0.689,-0.263,-0.139,121.980833333333,"Day 5
01:58"
"246",245,"16:34:13",0.93,0.545,1.171,0.717,0.009,-0.147,122.48,"Day 5
02:28"
"247",246,"17:04:12",1.056,0.593,0.988,0.529,-0.053,-0.153,122.979722222222,"Day 5
02:58"
"248",247,"17:34:12",1.01,0.565,0.952,0.658,0.132,-0.151,123.479722222222,"Day 5
03:28"
"249",248,"18:04:12",0.855,0.747,0.908,0.688,-0.125,-0.134,123.979722222222,"Day 5
03:58"
"250",249,"18:34:14",0.859,0.735,0.801,0.545,0.265,-0.16,124.480277777778,"Day 5
04:28"
"251",250,"19:04:15",1.026,0.608,0.693,0.72,-0.248,-0.15,124.980555555556,"Day 5
04:58"
"252",251,"19:34:13",0.971,0.76,1.13,0.441,0.049,-0.143,125.48,"Day 5
05:28"
"253",252,"20:04:15",0.97,0.578,0.747,0.714,0.156,-0.129,125.980555555556,"Day 5
05:58"
"254",253,"20:34:13",1.066,0.67,1.036,0.441,-0.089,-0.144,126.48,"Day 5
06:28"
"255",254,"21:04:11",0.933,0.5,1.006,0.615,-0.01,-0.141,126.979444444444,"Day 5
06:58"
"256",255,"21:34:10",0.956,0.554,0.628,0.549,0.466,-0.222,127.479166666667,"Day 5
07:28"
"257",256,"22:04:10",1.027,0.756,0.889,0.519,-0.053,-0.139,127.979166666667,"Day 5
07:58"
"258",257,"22:34:12",0.856,0.613,1.128,0.608,0.163,-0.141,128.479722222222,"Day 5
08:28"
"259",258,"23:04:11",0.839,0.329,0.876,0.584,-0.112,-0.149,128.979444444444,"Day 5
08:58"
"260",259,"23:34:09",1.048,0.689,1.202,0.708,-0.228,-0.134,129.478888888889,"Day 5
09:28"
"261",260,"00:04:08",0.778,0.701,1.056,0.785,0.449,-0.144,129.978611111111,"Day 5
09:58"
"262",261,"00:34:10",0.932,0.626,0.783,0.772,0.01,-0.132,130.479166666667,"Day 5
10:28"
"263",262,"01:04:12",0.991,0.494,1.03,0.557,0.032,-0.155,130.979722222222,"Day 5
10:58"
"264",263,"01:34:10",0.959,0.6,0.829,0.491,0.069,-0.148,131.479166666667,"Day 5
11:28"
"265",264,"02:04:11",1.036,0.689,1.015,0.504,-0.247,-0.148,131.979444444444,"Day 5
11:58"
"266",265,"02:34:11",0.983,0.497,0.889,0.558,0.151,-0.155,132.479444444444,"Day 5
12:28"
"267",266,"03:04:07",1.054,0.521,1.003,0.676,-0.117,-0.142,132.978333333333,"Day 5
12:58"
"268",267,"03:34:05",0.778,0.577,0.801,0.529,0.368,-0.172,133.477777777778,"Day 5
13:28"
"269",268,"04:04:06",0.832,0.495,1.006,0.529,-0.192,-0.14,133.978055555556,"Day 5
13:58"
"270",269,"04:34:07",0.727,0.426,0.968,0.654,0.02,-0.155,134.478333333333,"Day 5
14:28"
"271",270,"05:04:07",0.924,0.756,0.87,0.654,0.194,-0.135,134.978333333333,"Day 5
14:58"
"272",271,"05:34:05",0.877,0.616,0.894,0.547,0.045,-0.146,135.477777777778,"Day 5
15:28"
"273",272,"06:04:08",0.811,0.563,0.953,0.599,0.103,-0.141,135.978611111111,"Day 5
15:58"
"274",273,"06:34:07",0.956,0.531,1.141,0.684,0.084,-0.144,136.478333333333,"Day 5
16:28"
"275",274,"07:04:04",0.84,0.547,0.88,0.44,-0.208,-0.161,136.9775,"Day 5
16:58"
"276",275,"07:34:04",0.855,0.571,0.991,0.567,0.096,-0.146,137.4775,"Day 5
17:28"
"277",276,"08:04:04",0.838,0.541,1.006,0.523,-0.109,-0.141,137.9775,"Day 5
17:58"
"278",277,"08:34:08",0.921,0.527,1.008,0.693,0.233,-0.141,138.478611111111,"Day 5
18:28"
"279",278,"09:04:06",0.712,0.657,1.01,0.579,0.383,-0.15,138.978055555556,"Day 5
18:58"
"280",279,"09:34:07",0.743,0.541,0.947,0.524,0.14,-0.141,139.478333333333,"Day 5
19:28"
"281",280,"10:04:05",0.743,0.535,0.92,0.364,0.12,-0.153,139.977777777778,"Day 5
19:58"
"282",281,"10:34:04",0.848,0.467,0.998,0.621,0.338,-0.135,140.4775,"Day 5
20:28"
"283",282,"11:04:05",0.882,0.614,0.895,0.628,0.092,-0.135,140.977777777778,"Day 5
20:58"
"284",283,"11:34:01",0.742,0.513,0.943,0.492,0.28,-0.127,141.476666666667,"Day 5
21:28"
"285",284,"12:04:02",0.976,0.389,0.859,0.591,0.274,-0.161,141.976944444444,"Day 5
21:58"
"286",285,"12:34:03",0.905,0.671,1.189,0.577,0.378,-0.151,142.477222222222,"Day 5
22:28"
"287",286,"13:04:03",0.932,0.657,0.87,0.547,0.325,-0.146,142.977222222222,"Day 5
22:58"
"288",287,"13:34:03",0.921,0.562,1.05,0.585,0.273,-0.125,143.477222222222,"Day 5
23:28"
"289",288,"14:04:00",0.949,0.431,0.88,0.576,0.199,-0.133,143.976388888889,"Day 5
23:58"
"290",289,"14:34:02",0.845,0.512,0.986,0.469,0.024,-0.147,144.476944444444,"Day 6
00:28"
"291",290,"15:04:00",0.882,0.592,0.943,0.507,0.211,-0.142,144.976388888889,"Day 6
00:58"
"292",291,"15:34:00",0.917,0.539,1.112,0.569,0.366,-0.127,145.476388888889,"Day 6
01:28"
"293",292,"16:04:00",0.903,0.39,0.912,0.471,0.224,-0.14,145.976388888889,"Day 6
01:58"
"294",293,"16:34:03",0.72,0.583,0.999,0.571,0.245,-0.154,146.477222222222,"Day 6
02:28"
"295",294,"17:04:02",0.793,0.422,0.968,0.454,0.242,-0.156,146.976944444444,"Day 6
02:58"
"296",295,"17:33:58",0.832,0.44,0.946,0.54,0.125,-0.15,147.475833333333,"Day 6
03:28"
"297",296,"18:04:00",0.758,0.593,0.969,0.487,0.186,-0.143,147.976388888889,"Day 6
03:58"
"298",297,"18:33:59",0.722,0.337,0.938,0.49,0.067,-0.135,148.476111111111,"Day 6
04:28"
"299",298,"19:03:58",0.814,0.402,0.885,0.292,0.215,-0.132,148.975833333333,"Day 6
04:58"
"300",299,"19:33:59",0.862,0.485,1.001,0.366,0.22,-0.156,149.476111111111,"Day 6
05:28"
"301",300,"20:03:59",0.732,0.489,1.109,0.349,0.343,-0.161,149.976111111111,"Day 6
05:58"
"302",301,"20:33:59",0.696,0.524,0.885,0.511,0.011,-0.161,150.476111111111,"Day 6
06:28"
"303",302,"21:03:58",0.728,0.403,0.996,0.374,0.216,-0.153,150.975833333333,"Day 6
06:58"
"304",303,"21:33:56",0.742,0.337,0.953,0.498,0.168,-0.149,151.475277777778,"Day 6
07:28"
"305",304,"22:03:56",0.778,0.426,0.961,0.387,0.346,-0.136,151.975277777778,"Day 6
07:58"
"306",305,"22:33:56",0.766,0.335,0.85,0.475,0.266,-0.131,152.475277777778,"Day 6
08:28"
"307",306,"23:03:55",0.737,0.339,0.851,0.322,0.34,-0.154,152.975,"Day 6
08:58"
"308",307,"23:33:57",0.727,0.58,0.877,0.329,0.404,-0.133,153.475555555556,"Day 6
09:28"
"309",308,"00:03:57",0.754,0.321,1.102,0.407,0.287,-0.125,153.975555555556,"Day 6
09:58"
"310",309,"00:33:56",0.831,0.371,1.039,0.358,0.219,-0.15,154.475277777778,"Day 6
10:28"
"311",310,"01:03:53",0.749,0.316,0.935,0.477,0.193,-0.132,154.974444444444,"Day 6
10:58"
"312",311,"01:33:54",0.754,0.351,0.804,0.344,0.277,-0.137,155.474722222222,"Day 6
11:28"
"313",312,"02:03:57",0.759,0.557,1.07,0.354,0.327,-0.135,155.975555555556,"Day 6
11:58"
"314",313,"02:33:53",0.764,0.272,1.004,0.35,0.2,-0.17,156.474444444444,"Day 6
12:28"
"315",314,"03:03:55",0.732,0.309,0.943,0.41,0.177,-0.144,156.975,"Day 6
12:58"
"316",315,"03:33:53",0.744,0.332,0.854,0.34,0.354,-0.135,157.474444444444,"Day 6
13:28"
"317",316,"04:03:55",0.759,0.333,1.003,0.371,0.183,-0.132,157.975,"Day 6
13:58"
"318",317,"04:33:54",0.743,0.36,0.945,0.403,0.156,-0.134,158.474722222222,"Day 6
14:28"
"319",318,"05:03:54",0.725,0.469,0.955,0.277,0.237,-0.141,158.974722222222,"Day 6
14:58"
"320",319,"05:33:52",0.734,0.335,0.918,0.284,0.388,-0.137,159.474166666667,"Day 6
15:28"
"321",320,"06:03:53",0.757,0.303,0.809,0.294,0.16,-0.127,159.974444444444,"Day 6
15:58"
"322",321,"06:33:53",0.714,0.265,0.99,0.284,0.216,-0.158,160.474444444444,"Day 6
16:28"
"323",322,"07:03:55",0.736,0.347,1.105,0.279,0.238,-0.141,160.975,"Day 6
16:58"
"324",323,"07:33:50",0.717,0.323,0.839,0.259,0.143,-0.15,161.473611111111,"Day 6
17:28"
"325",324,"08:03:50",0.714,0.264,0.895,0.267,0.264,-0.147,161.973611111111,"Day 6
17:58"
"326",325,"08:33:50",0.732,0.357,0.965,0.264,0.242,-0.133,162.473611111111,"Day 6
18:28"
"327",326,"09:03:49",0.721,0.284,0.826,0.253,0.332,-0.147,162.973333333333,"Day 6
18:58"
"328",327,"09:33:51",0.713,0.245,0.947,0.24,0.147,-0.157,163.473888888889,"Day 6
19:28"
"329",328,"10:03:49",0.679,0.24,0.863,0.209,0.186,-0.201,163.973333333333,"Day 6
19:58"
"330",329,"10:33:49",0.724,0.281,0.811,0.287,0.22,-0.132,164.473333333333,"Day 6
20:28"
"331",330,"11:03:48",0.707,0.292,0.87,0.234,0.166,-0.16,164.973055555556,"Day 6
20:58"
"332",331,"11:33:50",0.727,0.292,0.807,0.273,0.178,-0.133,165.473611111111,"Day 6
21:28"
"333",332,"12:03:51",0.723,0.251,1.164,0.288,0.221,-0.129,165.973888888889,"Day 6
21:58"
"334",333,"12:33:49",0.731,0.34,0.88,0.291,0.078,-0.128,166.473333333333,"Day 6
22:28"
"335",334,"13:03:51",0.722,0.247,1.106,0.26,0.218,-0.14,166.973888888889,"Day 6
22:58"
"336",335,"13:33:49",0.713,0.409,0.84,0.256,0.177,-0.133,167.473333333333,"Day 6
23:28"
"337",336,"14:03:51",0.714,0.267,0.822,0.231,0.245,-0.148,167.973888888889,"Day 6
23:58"
"338",337,"14:33:49",0.714,0.282,1.054,0.25,0.143,-0.136,168.473333333333,"Day 7
00:28"
"339",338,"15:03:48",0.714,0.247,0.867,0.247,0.248,-0.141,168.973055555556,"Day 7
00:58"
"340",339,"15:33:47",0.728,0.264,0.88,0.258,0.285,-0.128,169.472777777778,"Day 7
01:28"
"341",340,"16:03:49",0.71,0.237,0.858,0.223,0.156,-0.146,169.973333333333,"Day 7
01:58"
"342",341,"16:33:47",0.713,0.208,0.873,0.242,0.224,-0.153,170.472777777778,"Day 7
02:28"
"343",342,"17:03:45",0.659,0.202,0.809,0.19,-0.028,-0.213,170.972222222222,"Day 7
02:58"
"344",343,"17:33:47",0.709,0.244,0.972,0.248,0.19,-0.148,171.472777777778,"Day 7
03:28"
"345",344,"18:03:44",0.72,0.227,0.825,0.238,0.126,-0.136,171.971944444444,"Day 7
03:58"
"346",345,"18:33:47",0.717,0.219,0.879,0.238,0.146,-0.148,172.472777777778,"Day 7
04:28"
"347",346,"19:03:47",0.689,0.228,1.081,0.223,0.018,-0.154,172.972777777778,"Day 7
04:58"
"348",347,"19:33:43",0.7,0.356,0.823,0.245,0,-0.149,173.471666666667,"Day 7
05:28"
"349",348,"20:03:45",0.712,0.258,0.865,0.235,0.211,-0.143,173.972222222222,"Day 7
05:58"
"350",349,"20:33:42",0.705,0.244,0.824,0.251,0.18,-0.143,174.471388888889,"Day 7
06:28"
"351",350,"21:03:47",0.694,0.186,0.832,0.211,0.125,-0.154,174.972777777778,"Day 7
06:58"
"352",351,"21:33:41",0.712,0.23,0.839,0.231,0.085,-0.137,175.471111111111,"Day 7
07:28"
"353",352,"22:03:44",0.703,0.249,0.839,0.231,0.096,-0.137,175.971944444444,"Day 7
07:58"
"354",353,"22:33:44",0.7,0.237,0.895,0.24,0.22,-0.143,176.471944444444,"Day 7
08:28"
"355",354,"23:03:43",0.695,0.176,0.827,0.22,0.201,-0.158,176.971666666667,"Day 7
08:58"
"356",355,"23:33:43",0.713,0.194,0.836,0.227,0.028,-0.131,177.471666666667,"Day 7
09:28"
"357",356,"00:03:41",0.714,0.187,0.817,0.229,0.006,-0.142,177.971111111111,"Day 7
09:58"
"358",357,"00:33:45",0.712,0.207,0.816,0.241,0.039,-0.129,178.472222222222,"Day 7
10:28"
"359",358,"01:03:44",0.698,0.169,1.013,0.235,0.19,-0.155,178.971944444444,"Day 7
10:58"
"360",359,"01:33:40",0.699,0.192,0.796,0.212,0.171,-0.149,179.470833333333,"Day 7
11:28"
"361",360,"02:03:39",0.71,0.237,0.81,0.244,0.162,-0.127,179.970555555556,"Day 7
11:58"
"362",361,"02:33:41",0.686,0.177,0.968,0.201,0.002,-0.158,180.471111111111,"Day 7
12:28"
"363",362,"03:03:39",0.708,0.206,0.792,0.243,0.122,-0.139,180.970555555556,"Day 7
12:58"
"364",363,"03:33:41",0.689,0.075,0.795,0.204,0.141,-0.157,181.471111111111,"Day 7
13:28"
"365",364,"04:03:39",0.689,0.08,0.81,0.223,0.137,-0.144,181.970555555556,"Day 7
13:58"
"366",365,"04:33:37",0.692,0.078,0.83,0.224,0.15,-0.163,182.47,"Day 7
14:28"
"367",366,"05:03:40",0.692,0.076,0.817,0.212,0.056,-0.155,182.970833333333,"Day 7
14:58"
"368",367,"05:33:38",0.689,0.085,0.811,0.221,0.119,-0.161,183.470277777778,"Day 7
15:28"
"369",368,"06:03:39",0.7,0.084,0.818,0.211,0.17,-0.164,183.970555555556,"Day 7
15:58"
"370",369,"06:33:38",0.671,0.056,0.823,0.207,0.045,-0.175,184.470277777778,"Day 7
16:28"
"371",370,"07:03:37",0.694,0.077,0.812,0.213,0.051,-0.161,184.97,"Day 7
16:58"
"372",371,"07:33:37",0.7,0.095,0.994,0.22,0.124,-0.151,185.47,"Day 7
17:28"
"373",372,"08:03:38",0.708,0.077,0.888,0.224,-0.032,-0.143,185.970277777778,"Day 7
17:58"
"374",373,"08:33:38",0.698,0.07,0.805,0.216,0.147,-0.148,186.470277777778,"Day 7
18:28"
"375",374,"09:03:38",0.688,0.042,0.819,0.202,0.09,-0.166,186.970277777778,"Day 7
18:58"
"376",375,"09:33:37",0.705,0.06,0.83,0.198,-0.035,-0.144,187.47,"Day 7
19:28"
"377",376,"10:03:37",0.698,0.047,0.867,0.215,-0.04,-0.157,187.97,"Day 7
19:58"
"378",377,"10:33:34",0.688,0.061,0.8,0.202,0.118,-0.146,188.469166666667,"Day 7
20:28"
"379",378,"11:03:37",0.683,0.042,0.804,0.184,-0.062,-0.16,188.97,"Day 7
20:58"
"380",379,"11:33:34",0.696,0.032,0.832,0.205,-0.033,-0.16,189.469166666667,"Day 7
21:28"
"381",380,"12:03:33",0.671,-0.003,0.808,0.171,-0.186,-0.189,189.968888888889,"Day 7
21:58"
"382",381,"12:33:37",0.698,0.045,0.797,0.198,0.033,-0.149,190.47,"Day 7
22:28"
"383",382,"13:03:35",0.677,0.016,0.808,0.193,-0.01,-0.177,190.969444444444,"Day 7
22:58"
"384",383,"13:33:37",0.677,0.038,0.823,0.206,-0.041,-0.151,191.47,"Day 7
23:28"
"385",384,"14:03:35",0.671,0.022,0.811,0.2,-0.126,-0.16,191.969444444444,"Day 7
23:58"
"386",385,"14:33:33",0.671,0.006,0.824,0.19,-0.06,-0.161,192.468888888889,"Day 8
00:28"
"387",386,"15:03:32",0.693,0.006,0.823,0.19,0.03,-0.153,192.968611111111,"Day 8
00:58"
